log_id,employee_id,department,timestamp,date,hour,day_of_week,is_weekend,is_after_hours,resource_type,sensitivity_level,action,location,download_size_mb,session_duration_min,access_failed,ip_address,device_type,vpn_used,rule_score,final_risk_score,risk_level,anomaly_score,is_anomaly
LOG1004818,EMP1122,IT,2024-07-10 21:29:01,2024-07-10,21,Wednesday,False,True,Meeting_Notes,Internal,DOWNLOAD,Office,16.37,7,False,191.38.24.31,Desktop,False,53,52.83,High,43.56,True
LOG1004819,EMP1053,Legal,2024-12-09 07:49:26,2024-12-09,7,Monday,False,True,HR_Database,Highly Confidential,VIEW,Office,0.0,73,False,43.151.25.230,Mobile,False,53,34.99,Medium,13.43,False
LOG1004820,EMP1059,Engineering,2024-11-07 07:48:08,2024-11-07,7,Thursday,False,True,Merger_Document,Highly Confidential,DOWNLOAD,Office,47.47,35,False,39.40.119.108,Laptop,False,73,41.59,Medium,25.83,False
LOG1004821,EMP1142,HR,2024-08-02 14:50:15,2024-08-02,14,Friday,False,False,Merger_Document,Highly Confidential,VIEW,Office,0.0,1,False,181.89.229.112,Desktop,False,33,47.2,Medium,35.06,True
LOG1004822,EMP1010,Sales,2024-02-05 09:32:23,2024-02-05,9,Monday,False,False,Source_Code,Internal,PRINT,Home,0.0,1,False,117.76.84.189,Laptop,False,30,31.92,Medium,11.63,False
LOG1004823,EMP1138,Sales,2024-03-06 07:39:34,2024-03-06,7,Wednesday,False,True,Meeting_Notes,Internal,COPY,Office,16.67,33,False,191.180.1.128,Laptop,False,56,36.25,Medium,13.75,False
LOG1004824,EMP1085,Sales,2024-02-29 11:18:03,2024-02-29,11,Thursday,False,False,General_File,Public,EDIT,Office,0.0,59,True,215.43.172.39,Desktop,False,20,41.95,Medium,22.45,False
LOG1004825,EMP1017,Legal,2024-12-22 10:54:25,2024-12-22,10,Sunday,True,False,Source_Code,Internal,EDIT,Office,0.0,1,False,21.60.152.172,Mobile,False,33,42.61,Medium,24.15,False
LOG1004826,EMP1059,Engineering,2024-06-10 00:25:42,2024-06-10,0,Monday,False,True,Financial_Report,Confidential,EDIT,VPN,0.0,13,False,89.115.86.122,Laptop,True,53,41.59,Medium,25.83,False
LOG1004827,EMP1082,HR,2024-07-01 08:29:51,2024-07-01,8,Monday,False,True,General_File,Public,VIEW,Home,0.0,40,True,97.187.100.128,Desktop,False,43,46.95,Medium,35.0,True
LOG1004828,EMP1128,Legal,2024-12-19 09:55:33,2024-12-19,9,Thursday,False,False,Employee_Records,Highly Confidential,VIEW,Home,0.0,63,False,159.72.180.37,Desktop,False,41,37.44,Medium,20.63,False
LOG1004829,EMP1034,Engineering,2024-10-22 07:53:03,2024-10-22,7,Tuesday,False,True,HR_Database,Highly Confidential,VIEW,Office,0.0,31,False,219.191.164.127,Desktop,False,53,32.6,Medium,9.0,False
LOG1004830,EMP1006,HR,2024-07-17 08:03:17,2024-07-17,8,Wednesday,False,True,Internal_Wiki,Internal,DOWNLOAD,VPN,85.62,20,False,160.92.9.112,Mobile,True,65,32.92,Medium,11.35,False
LOG1004831,EMP1047,Engineering,2024-01-15 13:06:21,2024-01-15,13,Monday,False,False,Merger_Document,Highly Confidential,DOWNLOAD,Foreign_IP,2.05,52,False,100.226.111.174,Unknown,False,80,34.95,Medium,17.69,False
LOG1004832,EMP1030,Finance,2024-03-09 10:18:36,2024-03-09,10,Saturday,True,False,Employee_Records,Highly Confidential,EDIT,VPN,0.0,64,False,194.10.68.196,Desktop,True,58,38.77,Medium,21.07,False
LOG1004833,EMP1067,Finance,2024-11-11 11:44:21,2024-11-11,11,Monday,False,False,Internal_Wiki,Internal,DOWNLOAD,Home,1.26,57,False,65.166.221.38,Laptop,False,33,36.66,Medium,17.18,False
LOG1004834,EMP1016,Sales,2024-09-25 18:47:37,2024-09-25,18,Wednesday,False,True,Salary_Data,Highly Confidential,VIEW,Office,0.0,1,False,102.198.35.201,Laptop,False,53,38.65,Medium,23.78,False
LOG1004835,EMP1019,Engineering,2024-10-27 15:32:47,2024-10-27,15,Sunday,True,False,IP_Document,Confidential,EDIT,Office,0.0,33,False,14.41.25.69,Desktop,False,43,32.65,Medium,11.72,False
LOG1004836,EMP1105,Sales,2024-10-24 11:03:44,2024-10-24,11,Thursday,False,False,Customer_Data,Confidential,VIEW,Home,0.0,7,False,56.192.171.28,Desktop,False,31,33.06,Medium,12.56,False
LOG1004837,EMP1069,Sales,2024-09-12 09:33:09,2024-09-12,9,Thursday,False,False,Security_Config,Highly Confidential,DELETE,VPN,0.0,27,False,68.63.195.219,Laptop,True,60,34.78,Medium,15.28,False
LOG1004838,EMP1089,Legal,2024-02-24 07:47:31,2024-02-24,7,Saturday,True,True,Source_Code,Internal,EDIT,VPN,0.0,9,True,14.214.183.212,Desktop,True,68,32.58,Medium,7.33,False
LOG1004839,EMP1040,Operations,2024-10-20 11:14:57,2024-10-20,11,Sunday,True,False,Salary_Data,Highly Confidential,VIEW,Office,0.0,3,False,184.213.16.190,Laptop,False,48,50.22,High,39.66,True
LOG1004840,EMP1091,IT,2024-12-21 09:40:54,2024-12-21,9,Saturday,True,False,Source_Code,Internal,VIEW,VPN,0.0,75,False,74.154.38.190,Laptop,True,33,38.11,Medium,17.49,False
LOG1004841,EMP1083,Operations,2024-04-09 16:19:40,2024-04-09,16,Tuesday,False,False,Legal_Document,Confidential,SHARE,VPN,25.4,67,True,209.152.79.4,Mobile,True,63,34.53,Medium,13.78,False
LOG1004842,EMP1134,Sales,2024-12-02 07:59:00,2024-12-02,7,Monday,False,True,General_File,Public,DOWNLOAD,Office,13.27,47,False,7.104.193.41,Mobile,False,45,41.21,Medium,24.56,False
LOG1004843,EMP1140,Operations,2024-02-18 11:44:12,2024-02-18,11,Sunday,True,False,HR_Database,Highly Confidential,DOWNLOAD,Home,1.39,1,False,44.49.155.197,Laptop,False,68,32.6,Medium,6.09,False
LOG1004844,EMP1106,Engineering,2024-01-16 09:09:38,2024-01-16,9,Tuesday,False,False,Meeting_Notes,Internal,VIEW,Office,0.0,42,False,159.188.217.14,Unknown,False,13,33.54,Medium,11.46,False
LOG1004845,EMP1068,Sales,2024-01-29 07:07:33,2024-01-29,7,Monday,False,True,HR_Database,Highly Confidential,DOWNLOAD,Office,5.68,48,False,213.213.131.3,Mobile,False,65,37.8,Medium,14.47,False
LOG1004846,EMP1043,Sales,2024-02-16 14:06:30,2024-02-16,14,Friday,False,False,Financial_Report,Confidential,DOWNLOAD,Office,35.76,21,False,59.181.52.101,Desktop,False,43,33.55,Medium,15.85,False
LOG1004847,EMP1035,Engineering,2024-05-21 14:28:25,2024-05-21,14,Tuesday,False,False,Financial_Report,Confidential,VIEW,Office,0.0,45,False,68.179.95.104,Laptop,False,23,32.67,Medium,16.19,False
LOG1004848,EMP1130,IT,2024-10-22 13:59:07,2024-10-22,13,Tuesday,False,False,Legal_Document,Confidential,PRINT,Office,0.0,49,False,109.44.193.20,Mobile,False,32,31.45,Medium,8.44,False
LOG1004849,EMP1080,IT,2024-02-29 20:25:30,2024-02-29,20,Thursday,False,True,Source_Code,Internal,DOWNLOAD,Home,34.33,33,False,220.248.149.244,Laptop,False,61,41.43,Medium,23.63,False
LOG1004850,EMP1080,IT,2024-08-23 23:53:54,2024-08-23,23,Friday,False,True,Security_Config,Highly Confidential,EDIT,Home,0.0,1,False,142.107.102.208,Laptop,False,66,41.43,Medium,23.63,False
LOG1004851,EMP1000,Engineering,2024-09-13 15:16:52,2024-09-13,15,Friday,False,False,Merger_Document,Highly Confidential,DELETE,Office,0.0,53,False,38.196.203.102,Laptop,False,55,47.24,Medium,35.71,True
LOG1004852,EMP1043,Sales,2024-12-06 11:43:28,2024-12-06,11,Friday,False,False,Internal_Wiki,Internal,VIEW,Office,0.0,36,False,134.66.86.9,Desktop,False,13,33.55,Medium,15.85,False
LOG1004853,EMP1049,Sales,2024-07-31 15:42:39,2024-07-31,15,Wednesday,False,False,HR_Database,Highly Confidential,DOWNLOAD,Office,11.33,64,False,40.161.133.209,Desktop,False,53,34.64,Medium,11.75,False
LOG1004854,EMP1065,Engineering,2024-02-20 10:40:01,2024-02-20,10,Tuesday,False,False,Source_Code,Internal,VIEW,Office,0.0,60,False,17.211.97.106,Laptop,False,13,36.4,Medium,21.71,False
LOG1004855,EMP1139,Engineering,2024-06-05 13:09:52,2024-06-05,13,Wednesday,False,False,IP_Document,Confidential,EDIT,Office,0.0,58,False,48.52.36.87,Mobile,False,28,34.81,Medium,11.95,False
LOG1004856,EMP1049,Sales,2024-09-24 14:42:15,2024-09-24,14,Tuesday,False,False,Source_Code,Internal,EDIT,Office,0.0,33,False,26.227.69.200,Unknown,False,18,34.64,Medium,11.75,False
LOG1004857,EMP1143,Finance,2024-09-04 15:32:47,2024-09-04,15,Wednesday,False,False,IP_Document,Confidential,DOWNLOAD,Home,15.82,52,False,176.148.143.124,Laptop,False,51,33.62,Medium,10.65,False
LOG1004858,EMP1015,Sales,2024-10-29 13:30:30,2024-10-29,13,Tuesday,False,False,Legal_Document,Confidential,VIEW,Unknown,0.0,1,False,129.56.157.32,Mobile,False,45,28.93,Low,2.89,False
LOG1004859,EMP1138,Sales,2024-01-19 08:18:42,2024-01-19,8,Friday,False,True,HR_Database,Highly Confidential,EDIT,Home,0.0,42,False,23.47.147.197,Desktop,False,66,36.25,Medium,13.75,False
LOG1004860,EMP1034,Engineering,2024-11-29 12:37:31,2024-11-29,12,Friday,False,False,Executive_Email,Highly Confidential,VIEW,Office,0.0,19,False,67.196.84.1,Desktop,False,33,32.6,Medium,9.0,False
LOG1004861,EMP1135,Operations,2024-07-28 13:42:17,2024-07-28,13,Sunday,True,False,Product_Roadmap,Confidential,COPY,Office,9.75,52,False,114.163.254.231,Laptop,False,53,30.39,Medium,2.27,False
LOG1004862,EMP1107,Legal,2024-10-23 10:51:06,2024-10-23,10,Wednesday,False,False,Employee_Records,Highly Confidential,DOWNLOAD,Office,10.79,59,False,189.34.19.233,Laptop,False,53,30.81,Medium,8.43,False
LOG1004863,EMP1137,IT,2024-09-15 03:27:09,2024-09-15,3,Sunday,True,True,Financial_Report,Confidential,EDIT,Foreign_IP,0.0,1,False,110.254.70.180,Laptop,False,98,45.14,Medium,30.59,False
LOG1004864,EMP1049,Sales,2024-06-20 10:18:29,2024-06-20,10,Thursday,False,False,HR_Database,Highly Confidential,EDIT,Home,0.0,1,False,207.211.53.66,Laptop,False,46,34.64,Medium,11.75,False
LOG1004865,EMP1148,Operations,2024-03-14 11:36:24,2024-03-14,11,Thursday,False,False,Financial_Report,Confidential,DOWNLOAD,Office,17.38,70,False,138.249.61.25,Desktop,False,43,46.88,Medium,34.07,True
LOG1004866,EMP1097,Finance,2024-07-31 13:02:41,2024-07-31,13,Wednesday,False,False,Salary_Data,Highly Confidential,VIEW,Office,0.0,26,False,220.160.148.43,Desktop,False,33,38.99,Medium,23.27,False
LOG1004867,EMP1051,HR,2024-12-17 23:39:28,2024-12-17,23,Tuesday,False,True,Salary_Data,Highly Confidential,COPY,Unknown,4.36,41,False,99.65.139.148,Laptop,False,90,96.46,Critical,97.79,True
LOG1004868,EMP1141,HR,2024-07-25 11:58:22,2024-07-25,11,Thursday,False,False,Source_Code,Internal,SHARE,Office,12.62,47,False,29.147.47.56,Unknown,False,38,36.17,Medium,21.28,False
LOG1004869,EMP1015,Sales,2024-09-16 07:46:29,2024-09-16,7,Monday,False,True,Legal_Document,Confidential,VIEW,Office,0.0,32,False,6.122.160.67,Desktop,False,43,28.93,Low,2.89,False
LOG1004870,EMP1051,HR,2024-12-28 00:10:22,2024-12-28,0,Saturday,True,True,Financial_Report,Confidential,DOWNLOAD,Foreign_IP,69.44,39,False,119.171.17.70,Unknown,False,100,96.46,Critical,97.79,True
LOG1004871,EMP1132,Operations,2024-07-24 12:55:32,2024-07-24,12,Wednesday,False,False,Customer_Data,Confidential,DOWNLOAD,Unknown,8.58,66,False,58.228.112.200,Laptop,False,57,37.9,Medium,30.24,False
LOG1004872,EMP1082,HR,2024-02-19 23:45:33,2024-02-19,23,Monday,False,True,Product_Roadmap,Confidential,DELETE,Office,0.0,25,False,66.214.111.77,Laptop,False,65,46.95,Medium,35.0,True
LOG1004873,EMP1098,Finance,2024-09-19 10:32:04,2024-09-19,10,Thursday,False,False,Source_Code,Internal,EDIT,Unknown,0.0,37,False,142.224.196.59,Laptop,False,40,31.72,Medium,8.94,False
LOG1004874,EMP1137,IT,2024-10-23 23:41:09,2024-10-23,23,Wednesday,False,True,Executive_Email,Highly Confidential,VIEW,Unknown,0.0,7,False,73.130.86.121,Desktop,False,75,45.14,Medium,30.59,False
LOG1004875,EMP1107,Legal,2024-12-28 07:41:46,2024-12-28,7,Saturday,True,True,Merger_Document,Highly Confidential,VIEW,Unknown,0.0,26,False,189.210.196.129,Laptop,False,90,30.81,Medium,8.43,False
LOG1004876,EMP1124,Finance,2024-04-17 13:21:29,2024-04-17,13,Wednesday,False,False,IP_Document,Confidential,VIEW,Office,0.0,47,False,158.137.231.22,Mobile,False,23,31.63,Medium,8.76,False
LOG1004877,EMP1050,IT,2024-07-19 14:54:50,2024-07-19,14,Friday,False,False,Source_Code,Internal,DOWNLOAD,Office,6.52,26,False,175.26.6.218,Laptop,False,25,39.6,Medium,32.57,True
LOG1004878,EMP1125,Engineering,2024-03-22 10:48:42,2024-03-22,10,Friday,False,False,Legal_Document,Confidential,VIEW,Office,0.0,1,False,213.225.57.99,Desktop,False,23,30.99,Medium,10.58,False
LOG1004879,EMP1132,Operations,2024-03-24 12:59:25,2024-03-24,12,Sunday,True,False,HR_Database,Highly Confidential,VIEW,Office,0.0,36,False,4.17.92.25,Laptop,False,48,37.9,Medium,30.24,False
LOG1004880,EMP1017,Legal,2024-04-10 01:58:53,2024-04-10,1,Wednesday,False,True,Salary_Data,Highly Confidential,DOWNLOAD,Office,13.22,15,False,81.23.204.29,Desktop,False,73,42.61,Medium,24.15,False
LOG1004881,EMP1123,Finance,2024-01-06 14:30:38,2024-01-06,14,Saturday,True,False,Salary_Data,Highly Confidential,DOWNLOAD,Office,3.98,33,False,109.189.254.127,Laptop,False,60,33.5,Medium,16.16,False
LOG1004882,EMP1051,HR,2024-02-17 21:49:42,2024-02-17,21,Saturday,True,True,Security_Config,Highly Confidential,VIEW,Home,0.0,1,False,190.253.48.156,Mobile,False,76,96.46,Critical,97.79,True
LOG1004883,EMP1037,Engineering,2024-03-11 11:33:16,2024-03-11,11,Monday,False,False,Source_Code,Internal,VIEW,Foreign_IP,0.0,46,False,8.36.95.164,Laptop,False,48,40.95,Medium,22.43,False
LOG1004884,EMP1043,Sales,2024-09-11 22:44:20,2024-09-11,22,Wednesday,False,True,Merger_Document,Highly Confidential,DOWNLOAD,Office,62.11,16,False,11.14.123.117,Desktop,False,80,33.55,Medium,15.85,False
LOG1004885,EMP1075,Engineering,2024-09-22 05:37:39,2024-09-22,5,Sunday,True,True,Merger_Document,Highly Confidential,COPY,Foreign_IP,177.13,14,False,51.36.135.14,Laptop,False,100,97.55,Critical,100.0,True
LOG1004886,EMP1011,IT,2024-03-13 04:04:02,2024-03-13,4,Wednesday,False,True,Financial_Report,Confidential,VIEW,Office,0.0,61,False,88.82.16.159,Laptop,False,43,45.18,Medium,31.36,False
LOG1004887,EMP1139,Engineering,2024-04-20 09:54:46,2024-04-20,9,Saturday,True,False,Source_Code,Internal,EDIT,Office,0.0,28,False,52.226.244.209,Laptop,False,33,34.81,Medium,11.95,False
LOG1004888,EMP1036,Engineering,2024-09-23 17:14:06,2024-09-23,17,Monday,False,False,Salary_Data,Highly Confidential,VIEW,Home,0.0,25,False,150.41.217.145,Laptop,False,41,32.83,Medium,13.78,False
LOG1004889,EMP1106,Engineering,2024-04-03 15:06:31,2024-04-03,15,Wednesday,False,False,Meeting_Notes,Internal,VIEW,Office,0.0,49,False,121.133.77.228,Laptop,False,13,33.54,Medium,11.46,False
LOG1004890,EMP1000,Engineering,2024-06-17 23:43:30,2024-06-17,23,Monday,False,True,Executive_Email,Highly Confidential,DOWNLOAD,Office,28.53,34,False,65.139.134.1,Mobile,False,73,47.24,Medium,35.71,True
LOG1004891,EMP1004,Operations,2024-02-05 15:49:51,2024-02-05,15,Monday,False,False,Meeting_Notes,Internal,VIEW,VPN,0.0,53,False,44.27.51.134,Desktop,True,18,33.45,Medium,11.15,False
LOG1004892,EMP1122,IT,2024-08-29 13:46:50,2024-08-29,13,Thursday,False,False,Customer_Data,Confidential,VIEW,Home,0.0,11,False,136.198.117.171,Desktop,False,31,52.83,High,43.56,True
LOG1004893,EMP1001,Sales,2024-01-12 13:06:57,2024-01-12,13,Friday,False,False,Meeting_Notes,Internal,EDIT,Office,0.0,44,False,49.162.156.211,Unknown,False,18,36.23,Medium,14.14,False
LOG1004894,EMP1132,Operations,2024-01-01 11:11:46,2024-01-01,11,Monday,False,False,Meeting_Notes,Internal,VIEW,Office,0.0,29,False,114.38.235.144,Desktop,False,13,37.9,Medium,30.24,False
LOG1004895,EMP1094,Engineering,2024-04-12 11:24:48,2024-04-12,11,Friday,False,False,Product_Roadmap,Confidential,EDIT,Home,0.0,77,False,180.0.178.13,Desktop,False,36,32.43,Medium,14.17,False
LOG1004896,EMP1118,Finance,2024-05-29 07:59:04,2024-05-29,7,Wednesday,False,True,Financial_Report,Confidential,EDIT,Office,0.0,31,False,83.18.184.239,Unknown,False,48,41.81,Medium,23.28,False
LOG1004897,EMP1059,Engineering,2024-05-10 22:39:16,2024-05-10,22,Friday,False,True,HR_Database,Highly Confidential,VIEW,Office,0.0,7,False,117.35.143.48,Laptop,False,53,41.59,Medium,25.83,False
LOG1004898,EMP1094,Engineering,2024-10-02 11:02:54,2024-10-02,11,Wednesday,False,False,IP_Document,Confidential,DELETE,Office,0.0,1,False,63.169.146.129,Desktop,False,45,32.43,Medium,14.17,False
LOG1004899,EMP1057,Finance,2024-01-27 09:04:28,2024-01-27,9,Saturday,True,False,General_File,Public,DOWNLOAD,Foreign_IP,9.38,66,False,110.19.133.177,Desktop,False,67,40.63,Medium,22.64,False
LOG1004900,EMP1079,Finance,2024-11-13 12:40:53,2024-11-13,12,Wednesday,False,False,Financial_Report,Confidential,COPY,Home,51.42,46,False,19.180.173.72,Desktop,False,61,34.38,Medium,11.75,False
LOG1004901,EMP1138,Sales,2024-04-30 16:20:06,2024-04-30,16,Tuesday,False,False,IP_Document,Confidential,VIEW,Office,0.0,83,False,135.247.220.105,Desktop,False,23,36.25,Medium,13.75,False
LOG1004902,EMP1029,Sales,2024-12-11 06:28:24,2024-12-11,6,Wednesday,False,True,Source_Code,Internal,EDIT,Home,0.0,38,False,142.227.176.166,Unknown,False,46,43.47,Medium,28.85,False
LOG1004903,EMP1040,Operations,2024-02-11 07:40:36,2024-02-11,7,Sunday,True,True,Security_Config,Highly Confidential,EDIT,Unknown,0.0,2,False,146.223.66.84,Desktop,False,95,50.22,High,39.66,True
LOG1004904,EMP1055,Operations,2024-01-29 14:12:12,2024-01-29,14,Monday,False,False,Legal_Document,Confidential,DELETE,VPN,0.0,35,False,51.132.255.173,Laptop,True,50,34.46,Medium,15.0,False
LOG1004905,EMP1144,Sales,2024-12-02 13:31:28,2024-12-02,13,Monday,False,False,Salary_Data,Highly Confidential,DOWNLOAD,Proxy,6.74,48,False,126.195.125.23,Laptop,False,73,32.49,Medium,11.67,False
LOG1004906,EMP1096,Engineering,2024-05-05 10:12:47,2024-05-05,10,Sunday,True,False,Source_Code,Internal,VIEW,VPN,0.0,17,False,150.17.168.78,Laptop,True,33,32.16,Medium,12.57,False
LOG1004907,EMP1080,IT,2024-11-21 04:27:52,2024-11-21,4,Thursday,False,True,Security_Config,Highly Confidential,SHARE,Home,33.08,20,False,205.33.106.216,Laptop,False,86,41.43,Medium,23.63,False
LOG1004908,EMP1089,Legal,2024-11-09 10:12:05,2024-11-09,10,Saturday,True,False,Merger_Document,Highly Confidential,DOWNLOAD,Unknown,0.49,5,False,86.112.78.81,Laptop,False,82,32.58,Medium,7.33,False
LOG1004909,EMP1012,Engineering,2024-11-09 08:42:06,2024-11-09,8,Saturday,True,True,Customer_Data,Confidential,PRINT,Unknown,0.0,8,False,166.9.155.91,Desktop,False,89,34.55,Medium,13.26,False
LOG1004910,EMP1020,Engineering,2024-05-22 14:02:51,2024-05-22,14,Wednesday,False,False,Source_Code,Internal,VIEW,Office,0.0,29,False,56.153.194.210,Mobile,False,13,32.38,Medium,8.53,False
LOG1004911,EMP1113,Finance,2024-04-26 14:57:00,2024-04-26,14,Friday,False,False,Executive_Email,Highly Confidential,SHARE,Office,29.78,74,False,208.103.239.176,Laptop,False,58,33.7,Medium,15.09,False
LOG1004912,EMP1046,Engineering,2024-05-15 22:34:55,2024-05-15,22,Wednesday,False,True,Financial_Report,Confidential,COPY,Foreign_IP,7.47,1,False,60.19.216.239,Desktop,False,93,96.67,Critical,98.92,True
LOG1004913,EMP1051,HR,2024-07-17 02:43:46,2024-07-17,2,Wednesday,False,True,Merger_Document,Highly Confidential,VIEW,Unknown,0.0,8,False,2.96.120.112,Desktop,False,75,96.46,Critical,97.79,True
LOG1004914,EMP1090,Operations,2024-01-12 07:58:46,2024-01-12,7,Friday,False,True,Salary_Data,Highly Confidential,VIEW,Home,0.0,29,False,50.110.19.203,Laptop,False,61,30.0,Medium,2.35,False
LOG1004915,EMP1137,IT,2024-12-12 05:33:31,2024-12-12,5,Thursday,False,True,Customer_Data,Confidential,VIEW,Home,0.0,10,False,62.110.191.102,Desktop,False,51,45.14,Medium,30.59,False
LOG1004916,EMP1063,Engineering,2024-08-04 11:53:13,2024-08-04,11,Sunday,True,False,Merger_Document,Highly Confidential,EDIT,Office,0.0,59,False,51.163.156.56,Laptop,False,53,30.35,Medium,8.51,False
LOG1004917,EMP1029,Sales,2024-08-11 00:52:30,2024-08-11,0,Sunday,True,True,Security_Config,Highly Confidential,VIEW,Office,0.0,11,False,152.71.6.2,Laptop,False,68,43.47,Medium,28.85,False
LOG1004918,EMP1002,Finance,2024-03-22 15:22:22,2024-03-22,15,Friday,False,False,Merger_Document,Highly Confidential,EDIT,Office,0.0,21,False,174.120.255.87,Mobile,False,38,31.39,Medium,11.15,False
LOG1004919,EMP1036,Engineering,2024-07-19 14:57:35,2024-07-19,14,Friday,False,False,Internal_Wiki,Internal,EDIT,Office,0.0,63,False,146.240.60.136,Laptop,False,18,32.83,Medium,13.78,False
LOG1004920,EMP1026,Engineering,2024-09-10 07:08:51,2024-09-10,7,Tuesday,False,True,HR_Database,Highly Confidential,DOWNLOAD,Home,11.56,47,False,171.91.142.148,Laptop,False,81,31.31,Medium,8.99,False
LOG1004921,EMP1132,Operations,2024-06-29 11:40:24,2024-06-29,11,Saturday,True,False,Internal_Wiki,Internal,EDIT,Office,0.0,70,False,195.206.206.100,Laptop,False,33,37.9,Medium,30.24,False
LOG1004922,EMP1004,Operations,2024-11-05 15:04:36,2024-11-05,15,Tuesday,False,False,HR_Database,Highly Confidential,DOWNLOAD,Office,2.72,37,True,144.144.198.116,Mobile,False,55,33.45,Medium,11.15,False
LOG1004923,EMP1038,Sales,2024-12-28 19:33:19,2024-12-28,19,Saturday,True,True,HR_Database,Highly Confidential,DELETE,Office,0.0,55,False,197.227.60.66,Laptop,False,90,42.9,Medium,28.51,False
LOG1004924,EMP1051,HR,2024-12-20 01:31:14,2024-12-20,1,Friday,False,True,Customer_Data,Confidential,DOWNLOAD,Foreign_IP,5.29,109,False,65.247.15.159,Desktop,False,90,96.46,Critical,97.79,True
LOG1004925,EMP1102,Sales,2024-04-17 16:34:21,2024-04-17,16,Wednesday,False,False,Financial_Report,Confidential,VIEW,Home,0.0,63,False,25.214.20.12,Unknown,False,31,33.87,Medium,14.06,False
LOG1004926,EMP1064,IT,2024-02-26 21:14:52,2024-02-26,21,Monday,False,True,Legal_Document,Confidential,EDIT,Home,0.0,1,False,97.168.219.194,Laptop,False,56,36.0,Medium,10.97,False
LOG1004927,EMP1135,Operations,2024-11-11 15:59:53,2024-11-11,15,Monday,False,False,Legal_Document,Confidential,DELETE,Office,0.0,31,False,104.197.24.227,Desktop,False,45,30.39,Medium,2.27,False
LOG1004928,EMP1053,Legal,2024-01-02 16:24:45,2024-01-02,16,Tuesday,False,False,Executive_Email,Highly Confidential,EDIT,Office,0.0,93,False,98.62.3.96,Desktop,False,38,34.99,Medium,13.43,False
LOG1004929,EMP1035,Engineering,2024-03-27 09:04:55,2024-03-27,9,Wednesday,False,False,Internal_Wiki,Internal,EDIT,Office,0.0,70,False,7.113.25.192,Desktop,False,18,32.67,Medium,16.19,False
LOG1004930,EMP1140,Operations,2024-10-14 23:10:18,2024-10-14,23,Monday,False,True,HR_Database,Highly Confidential,EDIT,Office,0.0,1,False,70.95.24.14,Desktop,False,58,32.6,Medium,6.09,False
LOG1004931,EMP1120,Engineering,2024-07-29 09:34:36,2024-07-29,9,Monday,False,False,Customer_Data,Confidential,DOWNLOAD,Home,38.37,41,False,56.141.60.250,Laptop,False,51,33.4,Medium,6.37,False
LOG1004932,EMP1036,Engineering,2024-03-11 18:59:39,2024-03-11,18,Monday,False,True,Security_Config,Highly Confidential,VIEW,Home,0.0,6,False,161.11.180.220,Mobile,False,61,32.83,Medium,13.78,False
LOG1004933,EMP1025,Legal,2024-12-08 09:19:25,2024-12-08,9,Sunday,True,False,Merger_Document,Highly Confidential,DOWNLOAD,Office,1.17,91,False,210.223.68.139,Mobile,False,60,36.58,Medium,13.81,False
LOG1004934,EMP1137,IT,2024-12-30 06:44:57,2024-12-30,6,Monday,False,True,HR_Database,Highly Confidential,VIEW,Office,0.0,10,False,84.181.229.25,Mobile,False,53,45.14,Medium,30.59,False
LOG1004935,EMP1075,Engineering,2024-07-04 22:30:59,2024-07-04,22,Thursday,False,True,Financial_Report,Confidential,DOWNLOAD,Proxy,249.36,35,False,176.43.40.19,Desktop,False,100,97.55,Critical,100.0,True
LOG1004936,EMP1017,Legal,2024-05-18 07:16:41,2024-05-18,7,Saturday,True,True,Financial_Report,Confidential,EDIT,VPN,0.0,35,False,3.143.172.231,Desktop,True,68,42.61,Medium,24.15,False
LOG1004937,EMP1146,Legal,2024-05-22 13:02:21,2024-05-22,13,Wednesday,False,False,Product_Roadmap,Confidential,DOWNLOAD,VPN,6.05,107,False,194.213.0.231,Laptop,True,40,33.57,Medium,10.88,False
LOG1004938,EMP1076,Operations,2024-01-05 12:21:56,2024-01-05,12,Friday,False,False,General_File,Public,PRINT,Office,0.0,28,False,6.14.160.110,Unknown,False,14,29.92,Low,4.66,False
LOG1004939,EMP1077,Sales,2024-03-10 11:03:08,2024-03-10,11,Sunday,True,False,Customer_Data,Confidential,DOWNLOAD,Proxy,15.84,6,False,150.49.56.90,Laptop,False,86,34.8,Medium,14.25,False
LOG1004940,EMP1119,Sales,2024-06-08 19:46:21,2024-06-08,19,Saturday,True,True,Meeting_Notes,Internal,EDIT,Home,0.0,75,False,50.147.227.109,Laptop,False,61,39.52,Medium,16.57,False
LOG1004941,EMP1038,Sales,2024-06-01 05:48:42,2024-06-01,5,Saturday,True,True,Meeting_Notes,Internal,DELETE,Home,0.0,1,False,81.238.98.31,Mobile,False,78,42.9,Medium,28.51,False
LOG1004942,EMP1105,Sales,2024-02-05 17:56:03,2024-02-05,17,Monday,False,False,Customer_Data,Confidential,VIEW,Office,0.0,16,False,112.68.10.124,Laptop,False,23,33.06,Medium,12.56,False
LOG1004943,EMP1118,Finance,2024-12-04 12:31:04,2024-12-04,12,Wednesday,False,False,General_File,Public,DOWNLOAD,Office,59.13,65,False,192.116.142.135,Mobile,False,32,41.81,Medium,23.28,False
